type,latency,urevent
17,8743,1
11,8768,2
1,8943,3
1,9194,4
1,9452,5
1,9702,6
11,9869,7
1,10044,8
1,10295,9
1,10553,10
1,10804,11
11,10970,12
1,11145,13
1,11396,14
1,11654,15
1,11905,16
11,12071,17
1,12246,18
1,12497,19
1,12755,20
1,13006,21
11,13172,22
1,13348,23
1,13598,24
1,13856,25
1,14107,26
11,14274,27
1,14449,28
1,14699,29
1,14957,30
1,15208,31
11,15375,32
1,15550,33
1,15800,34
1,16059,35
1,16309,36
11,16476,37
1,16651,38
1,16901,39
1,17160,40
1,17410,41
11,17577,42
1,17752,43
1,18002,44
1,18261,45
1,18511,46
11,18678,47
1,18854,48
1,19104,49
1,19362,50
1,19612,51
11,19779,52
1,19955,53
1,20205,54
1,20463,55
1,20713,56
11,20880,57
1,21056,58
1,21306,59
1,21565,60
1,21815,61
11,21982,62
1,22157,63
1,22407,64
1,22666,65
1,22916,66
11,23083,67
1,23258,68
1,23508,69
1,23767,70
1,24017,71
11,24184,72
1,24359,73
1,24609,74
1,24868,75
1,25118,76
11,25285,77
1,25460,78
1,25710,79
1,25969,80
1,26219,81
11,26386,82
1,26561,83
1,26811,84
1,27070,85
1,27321,86
11,27487,87
1,27662,88
1,27912,89
1,28172,90
1,28422,91
11,28588,92
1,28763,93
1,29014,94
1,29272,95
1,29523,96
11,29689,97
1,29865,98
1,30115,99
1,30373,100
1,30624,101
11,30790,102
1,30966,103
1,31216,104
1,31474,105
1,31725,106
11,31891,107
1,32067,108
1,32318,109
1,32576,110
1,32826,111
11,32993,112
1,33168,113
1,33418,114
1,33677,115
1,33927,116
11,34094,117
1,34269,118
1,34519,119
1,34778,120
1,35028,121
11,35195,122
1,35370,123
1,35621,124
1,35879,125
1,36129,126
11,36297,127
1,36471,128
1,36722,129
1,36980,130
1,37230,131
11,37397,132
1,37572,133
1,37823,134
1,38082,135
1,38332,136
11,38499,137
1,38674,138
1,38924,139
1,39183,140
1,39433,141
11,39600,142
1,39775,143
1,40025,144
1,40284,145
1,40534,146
11,40701,147
1,40876,148
1,41126,149
1,41385,150
1,41635,151
1,41894,152
1,42144,153
12,55332,154
2,55508,155
2,55758,156
2,56017,157
2,56267,158
12,56434,159
2,56609,160
2,56859,161
2,57118,162
2,57368,163
12,57535,164
2,57710,165
2,57960,166
2,58219,167
2,58469,168
12,58636,169
2,58811,170
2,59061,171
2,59320,172
2,59570,173
12,59737,174
2,59912,175
2,60162,176
2,60421,177
2,60671,178
12,60838,179
2,61013,180
2,61263,181
2,61522,182
2,61772,183
12,61939,184
2,62114,185
2,62364,186
2,62623,187
2,62874,188
12,63040,189
2,63215,190
2,63465,191
2,63724,192
2,63975,193
12,64141,194
2,64317,195
2,64567,196
2,64825,197
2,65076,198
12,65242,199
2,65418,200
2,65668,201
2,65926,202
2,66177,203
12,66343,204
2,66519,205
2,66769,206
2,67028,207
2,67278,208
12,67445,209
2,67620,210
2,67870,211
2,68129,212
2,68379,213
12,68546,214
2,68721,215
2,68971,216
2,69230,217
2,69480,218
12,69647,219
2,69822,220
2,70073,221
2,70331,222
2,70581,223
12,70748,224
2,70923,225
2,71174,226
2,71432,227
2,71682,228
12,71849,229
2,72024,230
2,72275,231
2,72533,232
2,72784,233
12,72951,234
2,73125,235
2,73376,236
2,73635,237
2,73885,238
12,74052,239
2,74226,240
2,74477,241
2,74736,242
2,74986,243
12,75153,244
2,75328,245
2,75578,246
2,75837,247
2,76087,248
12,76254,249
2,76429,250
2,76679,251
2,76938,252
2,77188,253
12,77355,254
2,77530,255
2,77780,256
2,78039,257
2,78289,258
12,78456,259
2,78631,260
2,78881,261
2,79140,262
2,79390,263
12,79557,264
2,79732,265
2,79983,266
2,80241,267
2,80491,268
12,80658,269
2,80834,270
2,81084,271
2,81342,272
2,81592,273
12,81759,274
2,81935,275
2,82185,276
2,82444,277
2,82694,278
12,82861,279
2,83036,280
2,83286,281
2,83545,282
2,83795,283
12,83962,284
2,84137,285
2,84387,286
2,84646,287
2,84896,288
12,85063,289
2,85238,290
2,85489,291
2,85747,292
2,85997,293
12,86164,294
2,86340,295
2,86590,296
2,86848,297
2,87098,298
12,87265,299
2,87440,300
2,87691,301
2,87949,302
2,88200,303
2,88458,304
2,88708,305
14,94514,306
4,94689,307
4,94939,308
4,95198,309
4,95449,310
14,95615,311
4,95791,312
4,96041,313
4,96299,314
4,96550,315
14,96716,316
4,96892,317
4,97142,318
4,97400,319
4,97651,320
14,97817,321
4,97993,322
4,98243,323
4,98502,324
4,98752,325
14,98919,326
4,99094,327
4,99344,328
4,99603,329
4,99853,330
14,100020,331
4,100195,332
4,100445,333
4,100704,334
4,100954,335
14,101121,336
4,101296,337
4,101547,338
4,101805,339
4,102055,340
14,102222,341
4,102397,342
4,102648,343
4,102906,344
4,103156,345
14,103323,346
4,103498,347
4,103749,348
4,104007,349
4,104258,350
14,104425,351
4,104599,352
4,104850,353
4,105109,354
4,105359,355
14,105526,356
4,105700,357
4,105951,358
4,106210,359
4,106460,360
14,106627,361
4,106802,362
4,107052,363
4,107311,364
4,107561,365
14,107728,366
4,107903,367
4,108153,368
4,108412,369
4,108662,370
14,108829,371
4,109004,372
4,109254,373
4,109513,374
4,109763,375
14,109930,376
4,110105,377
4,110355,378
4,110614,379
4,110864,380
14,111031,381
4,111206,382
4,111456,383
4,111715,384
4,111965,385
14,112132,386
4,112308,387
4,112558,388
4,112816,389
4,113066,390
14,113233,391
4,113409,392
4,113659,393
4,113917,394
4,114168,395
14,114334,396
4,114510,397
4,114760,398
4,115019,399
4,115269,400
14,115436,401
4,115611,402
4,115861,403
4,116120,404
