type,latency,urevent
17,10609,1
12,10634,2
2,10809,3
2,11059,4
2,11318,5
2,11568,6
12,11735,7
2,11910,8
2,12160,9
2,12419,10
2,12669,11
12,12836,12
2,13011,13
2,13261,14
2,13520,15
2,13771,16
12,13937,17
2,14112,18
2,14362,19
2,14621,20
2,14872,21
12,15038,22
2,15214,23
2,15464,24
2,15722,25
2,15973,26
12,16139,27
2,16315,28
2,16565,29
2,16823,30
2,17074,31
12,17240,32
2,17416,33
2,17666,34
2,17925,35
2,18175,36
12,18342,37
2,18517,38
2,18767,39
2,19026,40
2,19276,41
12,19443,42
2,19618,43
2,19868,44
keyboard0,20002,45
2,20127,46
2,20377,47
keyboard0,20379,48
12,20544,49
2,20719,50
2,20970,51
2,21228,52
2,21478,53
12,21645,54
2,21820,55
2,22071,56
2,22329,57
2,22579,58
12,22746,59
2,22921,60
2,23172,61
2,23431,62
2,23681,63
12,23848,64
2,24022,65
2,24273,66
2,24532,67
2,24782,68
12,24949,69
2,25124,70
2,25374,71
2,25633,72
2,25883,73
12,26050,74
2,26225,75
2,26475,76
2,26734,77
2,26984,78
12,27151,79
2,27326,80
2,27576,81
2,27835,82
2,28085,83
12,28252,84
2,28427,85
2,28677,86
2,28936,87
2,29186,88
12,29353,89
2,29528,90
2,29778,91
2,30037,92
2,30287,93
12,30454,94
2,30629,95
2,30880,96
2,31138,97
2,31388,98
12,31555,99
2,31731,100
2,31981,101
2,32239,102
2,32489,103
12,32656,104
2,32832,105
2,33082,106
2,33341,107
2,33591,108
12,33758,109
2,33933,110
2,34183,111
2,34442,112
2,34692,113
12,34859,114
2,35034,115
2,35284,116
2,35543,117
2,35793,118
12,35960,119
2,36135,120
2,36386,121
2,36644,122
2,36894,123
12,37061,124
2,37237,125
2,37487,126
2,37745,127
2,37995,128
12,38162,129
2,38337,130
2,38588,131
2,38846,132
2,39097,133
12,39263,134
2,39438,135
2,39689,136
2,39947,137
2,40198,138
12,40365,139
2,40539,140
2,40790,141
2,41048,142
2,41299,143
12,41466,144
2,41641,145
2,41891,146
2,42149,147
2,42400,148
12,42567,149
2,42742,150
2,42992,151
2,43251,152
2,43501,153
2,43760,154
2,44010,155
keyboard0,47359,156
keyboard0,48020,157
11,52802,158
1,52977,159
1,53228,160
1,53486,161
1,53737,162
11,53904,163
1,54078,164
1,54329,165
1,54587,166
1,54838,167
11,55005,168
1,55179,169
1,55430,170
1,55688,171
1,55939,172
11,56106,173
1,56281,174
1,56531,175
1,56789,176
1,57040,177
11,57207,178
1,57382,179
1,57632,180
1,57891,181
1,58141,182
11,58308,183
1,58483,184
1,58733,185
1,58992,186
1,59242,187
11,59409,188
1,59584,189
1,59834,190
1,60093,191
1,60343,192
11,60510,193
1,60685,194
1,60935,195
1,61194,196
1,61444,197
11,61611,198
1,61787,199
1,62037,200
1,62295,201
1,62545,202
11,62712,203
1,62888,204
1,63138,205
1,63396,206
1,63646,207
11,63813,208
1,63989,209
1,64239,210
1,64498,211
1,64748,212
11,64915,213
1,65090,214
1,65340,215
1,65599,216
1,65849,217
11,66016,218
1,66191,219
1,66441,220
1,66700,221
1,66950,222
11,67117,223
1,67292,224
1,67542,225
1,67801,226
1,68051,227
11,68218,228
1,68393,229
1,68643,230
1,68902,231
1,69152,232
11,69319,233
1,69494,234
1,69745,235
1,70003,236
1,70254,237
11,70420,238
1,70595,239
1,70846,240
1,71104,241
1,71355,242
11,71521,243
1,71696,244
1,71947,245
1,72205,246
1,72456,247
11,72622,248
1,72798,249
1,73048,250
1,73306,251
1,73557,252
11,73723,253
1,73899,254
1,74149,255
1,74407,256
1,74658,257
11,74825,258
1,75000,259
1,75250,260
1,75509,261
1,75759,262
11,75926,263
1,76101,264
1,76351,265
1,76610,266
1,76860,267
11,77027,268
1,77202,269
1,77452,270
1,77711,271
1,77961,272
11,78128,273
1,78303,274
1,78554,275
1,78812,276
1,79062,277
11,79229,278
1,79405,279
1,79655,280
1,79913,281
1,80163,282
11,80330,283
1,80506,284
1,80756,285
1,81015,286
1,81265,287
11,81432,288
1,81607,289
1,81857,290
1,82116,291
1,82366,292
11,82533,293
1,82708,294
1,82958,295
1,83217,296
1,83467,297
11,83634,298
1,83809,299
1,84059,300
1,84318,301
1,84568,302
11,84735,303
1,84910,304
1,85160,305
1,85419,306
1,85669,307
1,85928,308
1,86178,309
13,91342,310
3,91517,311
3,91767,312
3,92026,313
3,92276,314
13,92443,315
3,92618,316
3,92868,317
3,93127,318
3,93377,319
13,93544,320
3,93719,321
3,93969,322
3,94228,323
3,94478,324
13,94645,325
3,94820,326
3,95071,327
3,95329,328
3,95579,329
13,95746,330
3,95921,331
3,96172,332
3,96430,333
3,96680,334
13,96847,335
3,97022,336
3,97273,337
3,97531,338
3,97782,339
13,97949,340
3,98123,341
3,98374,342
3,98633,343
3,98883,344
13,99050,345
3,99225,346
3,99475,347
3,99734,348
3,99984,349
13,100151,350
3,100326,351
3,100576,352
3,100835,353
3,101085,354
13,101252,355
3,101427,356
3,101677,357
3,101936,358
3,102186,359
13,102353,360
3,102528,361
3,102778,362
3,103037,363
3,103287,364
13,103454,365
3,103629,366
3,103879,367
3,104138,368
3,104388,369
13,104555,370
3,104730,371
3,104981,372
3,105239,373
3,105489,374
13,105656,375
3,105832,376
3,106082,377
3,106340,378
3,106590,379
13,106757,380
3,106933,381
3,107183,382
3,107442,383
3,107692,384
13,107859,385
3,108034,386
3,108284,387
3,108543,388
3,108793,389
13,108960,390
3,109135,391
3,109385,392
3,109644,393
3,109894,394
13,110061,395
3,110236,396
3,110487,397
3,110745,398
3,110995,399
13,111162,400
3,111337,401
3,111588,402
3,111846,403
3,112096,404
13,112263,405
3,112438,406
3,112689,407
3,112947,408
3,113198,409
13,113364,410
3,113539,411
3,113790,412
3,114048,413
3,114299,414
13,114466,415
3,114640,416
3,114891,417
3,115149,418
3,115400,419
13,115567,420
3,115742,421
3,115992,422
3,116250,423
3,116501,424
13,116668,425
3,116843,426
3,117093,427
3,117351,428
3,117602,429
13,117769,430
3,117944,431
3,118194,432
3,118453,433
3,118703,434
13,118870,435
3,119045,436
3,119295,437
3,119554,438
3,119804,439
13,119971,440
3,120146,441
3,120396,442
3,120655,443
3,120905,444
13,121072,445
3,121248,446
3,121498,447
3,121756,448
3,122006,449
13,122173,450
3,122349,451
3,122599,452
3,122857,453
3,123107,454
13,123274,455
3,123450,456
3,123700,457
3,123959,458
3,124209,459
3,124468,460
3,124718,461
keyboard0,129669,462
keyboard0,130232,463
14,130515,464
4,130690,465
4,130941,466
4,131199,467
4,131449,468
14,131616,469
4,131791,470
4,132042,471
4,132301,472
4,132551,473
14,132718,474
4,132893,475
4,133143,476
4,133402,477
4,133652,478
14,133819,479
4,133994,480
4,134244,481
4,134503,482
4,134753,483
14,134920,484
4,135095,485
4,135345,486
4,135604,487
4,135854,488
