type,latency,urevent
keyboard0,7,1
keyboard0,3169,2
17,3210,3
11,3235,4
1,3410,5
1,3660,6
1,3919,7
1,4170,8
11,4336,9
1,4511,10
1,4762,11
1,5020,12
1,5270,13
11,5437,14
1,5612,15
1,5863,16
1,6121,17
1,6371,18
11,6538,19
1,6713,20
1,6964,21
1,7222,22
1,7473,23
11,7640,24
1,7814,25
1,8065,26
1,8324,27
1,8574,28
11,8741,29
1,8915,30
1,9166,31
1,9425,32
1,9675,33
11,9842,34
1,10017,35
1,10267,36
1,10526,37
1,10776,38
11,10943,39
1,11118,40
1,11368,41
1,11627,42
1,11877,43
11,12044,44
1,12219,45
1,12469,46
1,12728,47
1,12978,48
11,13145,49
1,13320,50
1,13570,51
1,13829,52
1,14079,53
11,14246,54
1,14421,55
1,14671,56
1,14930,57
1,15180,58
11,15347,59
1,15523,60
1,15773,61
1,16031,62
1,16281,63
11,16448,64
1,16624,65
1,16874,66
1,17132,67
1,17382,68
11,17549,69
1,17725,70
1,17975,71
1,18234,72
1,18484,73
11,18651,74
1,18826,75
1,19076,76
1,19335,77
1,19585,78
11,19752,79
1,19927,80
1,20177,81
1,20436,82
1,20686,83
11,20853,84
1,21028,85
1,21279,86
1,21537,87
1,21787,88
11,21954,89
1,22129,90
1,22380,91
1,22638,92
1,22888,93
11,23055,94
1,23230,95
1,23481,96
1,23739,97
1,23990,98
11,24156,99
1,24331,100
1,24582,101
1,24840,102
1,25091,103
11,25258,104
1,25432,105
1,25683,106
1,25941,107
1,26192,108
11,26359,109
1,26534,110
1,26784,111
1,27042,112
1,27293,113
11,27460,114
1,27635,115
1,27885,116
1,28144,117
1,28394,118
11,28561,119
1,28736,120
1,28986,121
1,29245,122
1,29495,123
11,29662,124
1,29837,125
1,30087,126
1,30346,127
1,30596,128
11,30763,129
1,30938,130
1,31188,131
1,31447,132
1,31697,133
11,31864,134
1,32040,135
1,32290,136
1,32548,137
1,32798,138
11,32965,139
1,33141,140
1,33391,141
1,33649,142
1,33899,143
11,34066,144
1,34242,145
1,34492,146
1,34751,147
1,35001,148
11,35168,149
1,35343,150
1,35593,151
1,35852,152
1,36102,153
1,36360,154
1,36611,155
keyboard0,36649,156
keyboard0,49744,157
12,49803,158
2,49978,159
2,50229,160
2,50487,161
2,50737,162
12,50904,163
2,51079,164
2,51330,165
2,51588,166
2,51838,167
12,52005,168
2,52180,169
2,52431,170
2,52689,171
2,52940,172
12,53106,173
2,53281,174
2,53532,175
2,53790,176
2,54041,177
12,54208,178
2,54382,179
2,54633,180
2,54891,181
2,55142,182
12,55309,183
2,55484,184
2,55734,185
2,55992,186
2,56243,187
12,56410,188
2,56585,189
2,56835,190
2,57094,191
2,57344,192
12,57511,193
2,57686,194
2,57936,195
2,58195,196
2,58445,197
12,58612,198
2,58787,199
2,59037,200
2,59296,201
2,59546,202
12,59713,203
2,59888,204
2,60138,205
2,60397,206
2,60647,207
12,60814,208
2,60990,209
2,61240,210
2,61498,211
2,61748,212
12,61915,213
2,62091,214
2,62341,215
2,62599,216
2,62849,217
12,63016,218
2,63192,219
2,63442,220
2,63701,221
2,63951,222
12,64118,223
2,64293,224
2,64543,225
2,64802,226
2,65052,227
12,65219,228
2,65394,229
2,65644,230
2,65903,231
2,66153,232
12,66320,233
2,66495,234
2,66746,235
2,67004,236
2,67254,237
12,67421,238
2,67596,239
2,67847,240
2,68105,241
2,68355,242
12,68522,243
2,68697,244
2,68948,245
2,69206,246
2,69457,247
12,69623,248
2,69798,249
2,70049,250
