type,latency,urevent
17,35136,1
12,35162,2
2,35337,3
2,35587,4
2,35846,5
2,36096,6
12,36263,7
2,36438,8
2,36688,9
2,36947,10
2,37197,11
12,37364,12
2,37540,13
2,37790,14
2,38048,15
2,38298,16
12,38465,17
2,38640,18
2,38890,19
2,39149,20
2,39399,21
12,39566,22
2,39742,23
2,39992,24
2,40250,25
2,40500,26
12,40667,27
2,40843,28
2,41093,29
2,41351,30
2,41601,31
12,41768,32
2,41944,33
2,42194,34
2,42453,35
2,42703,36
12,42870,37
2,43045,38
2,43295,39
2,43554,40
2,43804,41
12,43971,42
2,44146,43
2,44396,44
2,44655,45
2,44905,46
12,45072,47
2,45247,48
2,45497,49
2,45756,50
2,46006,51
12,46173,52
2,46348,53
2,46598,54
2,46857,55
2,47107,56
12,47274,57
2,47449,58
2,47700,59
2,47958,60
2,48209,61
12,48375,62
2,48550,63
2,48801,64
2,49059,65
2,49310,66
12,49476,67
2,49651,68
2,49902,69
2,50160,70
2,50411,71
12,50577,72
2,50753,73
2,51003,74
2,51261,75
2,51512,76
12,51678,77
2,51854,78
2,52104,79
2,52362,80
2,52613,81
12,52780,82
2,52955,83
2,53205,84
2,53464,85
2,53714,86
12,53881,87
2,54056,88
2,54306,89
2,54565,90
2,54815,91
12,54982,92
2,55157,93
2,55407,94
2,55666,95
2,55916,96
12,56083,97
2,56258,98
2,56509,99
2,56767,100
2,57017,101
12,57184,102
2,57360,103
2,57610,104
2,57868,105
2,58118,106
12,58285,107
2,58461,108
2,58711,109
2,58970,110
2,59220,111
12,59387,112
2,59562,113
2,59812,114
2,60071,115
2,60321,116
12,60488,117
2,60663,118
2,60913,119
2,61172,120
2,61422,121
12,61589,122
2,61764,123
2,62014,124
2,62273,125
2,62523,126
12,62690,127
2,62865,128
2,63115,129
2,63374,130
2,63624,131
12,63791,132
2,63966,133
2,64216,134
2,64475,135
2,64725,136
12,64892,137
2,65067,138
2,65317,139
2,65576,140
2,65826,141
12,65993,142
2,66169,143
2,66419,144
2,66677,145
2,66928,146
12,67094,147
2,67270,148
2,67520,149
2,67778,150
2,68029,151
2,68287,152
2,68538,153
11,77371,154
1,77547,155
1,77797,156
1,78056,157
1,78306,158
11,78473,159
1,78648,160
1,78898,161
1,79157,162
1,79407,163
11,79574,164
1,79749,165
1,79999,166
1,80258,167
1,80508,168
11,80675,169
1,80850,170
1,81101,171
1,81359,172
1,81609,173
11,81776,174
1,81951,175
1,82202,176
1,82460,177
1,82710,178
11,82877,179
1,83052,180
1,83303,181
1,83561,182
1,83812,183
11,83979,184
1,84153,185
1,84404,186
1,84663,187
1,84913,188
11,85080,189
1,85254,190
1,85505,191
1,85764,192
1,86014,193
11,86181,194
1,86356,195
1,86606,196
1,86865,197
1,87115,198
11,87282,199
1,87457,200
1,87707,201
1,87966,202
1,88216,203
11,88383,204
1,88558,205
1,88808,206
1,89067,207
1,89317,208
11,89484,209
1,89659,210
1,89909,211
1,90168,212
1,90418,213
11,90585,214
1,90761,215
1,91011,216
1,91269,217
1,91519,218
11,91686,219
1,91862,220
1,92112,221
1,92370,222
1,92620,223
11,92787,224
1,92963,225
1,93213,226
1,93472,227
1,93722,228
11,93889,229
1,94064,230
1,94314,231
1,94573,232
1,94823,233
11,94990,234
1,95165,235
1,95415,236
1,95674,237
1,95924,238
11,96091,239
1,96266,240
1,96516,241
1,96775,242
1,97025,243
11,97192,244
1,97367,245
1,97618,246
1,97876,247
1,98126,248
11,98293,249
1,98468,250
1,98719,251
1,98977,252
1,99228,253
11,99394,254
1,99569,255
1,99820,256
1,100078,257
1,100329,258
11,100495,259
