type,latency,urevent
17,17998,1
12,18023,2
2,18198,3
2,18449,4
2,18707,5
2,18957,6
12,19124,7
2,19300,8
2,19550,9
2,19809,10
2,20059,11
12,20226,12
2,20401,13
2,20651,14
2,20910,15
2,21160,16
12,21327,17
2,21502,18
2,21752,19
2,22011,20
2,22261,21
12,22428,22
2,22603,23
2,22853,24
2,23112,25
2,23362,26
12,23529,27
2,23704,28
2,23954,29
2,24213,30
2,24463,31
12,24630,32
2,24805,33
2,25055,34
2,25314,35
2,25564,36
12,25731,37
2,25906,38
2,26156,39
2,26415,40
2,26665,41
12,26832,42
2,27008,43
2,27258,44
2,27516,45
2,27767,46
12,27933,47
2,28109,48
2,28359,49
2,28617,50
2,28868,51
12,29034,52
2,29210,53
2,29460,54
2,29719,55
2,29969,56
12,30136,57
2,30311,58
2,30561,59
2,30820,60
2,31070,61
12,31237,62
2,31412,63
2,31662,64
2,31921,65
2,32171,66
12,32338,67
2,32513,68
2,32764,69
2,33022,70
2,33272,71
12,33439,72
2,33614,73
2,33865,74
2,34123,75
2,34373,76
12,34540,77
2,34715,78
2,34966,79
2,35224,80
2,35475,81
12,35642,82
2,35816,83
2,36067,84
2,36325,85
2,36576,86
12,36743,87
2,36917,88
2,37168,89
2,37426,90
2,37677,91
12,37844,92
2,38019,93
2,38269,94
2,38528,95
2,38778,96
12,38945,97
2,39120,98
2,39370,99
2,39629,100
2,39879,101
12,40046,102
2,40221,103
2,40471,104
2,40730,105
2,40980,106
12,41147,107
2,41322,108
2,41572,109
2,41831,110
2,42081,111
12,42248,112
2,42423,113
2,42673,114
2,42932,115
2,43182,116
12,43349,117
2,43525,118
2,43775,119
2,44033,120
2,44283,121
12,44450,122
2,44626,123
2,44876,124
2,45134,125
2,45384,126
12,45551,127
2,45727,128
2,45977,129
2,46236,130
2,46486,131
12,46653,132
2,46828,133
2,47078,134
2,47337,135
2,47587,136
12,47754,137
2,47929,138
2,48179,139
2,48438,140
2,48688,141
12,48855,142
2,49030,143
2,49280,144
2,49539,145
2,49789,146
12,49956,147
2,50131,148
2,50381,149
2,50640,150
2,50891,151
2,51149,152
2,51399,153
11,60283,154
1,60459,155
1,60709,156
1,60967,157
1,61217,158
11,61384,159
1,61560,160
1,61810,161
1,62069,162
1,62319,163
11,62486,164
1,62661,165
1,62911,166
1,63170,167
1,63420,168
11,63587,169
1,63762,170
1,64012,171
1,64271,172
1,64521,173
11,64688,174
1,64863,175
1,65113,176
1,65372,177
1,65622,178
11,65789,179
1,65964,180
1,66214,181
1,66473,182
1,66723,183
11,66890,184
1,67065,185
1,67315,186
1,67574,187
1,67825,188
11,67991,189
1,68166,190
1,68416,191
1,68675,192
1,68926,193
11,69092,194
1,69267,195
1,69518,196
1,69776,197
1,70027,198
11,70193,199
1,70369,200
1,70619,201
1,70877,202
1,71128,203
11,71294,204
1,71470,205
1,71720,206
1,71978,207
1,72229,208
11,72395,209
1,72571,210
1,72821,211
1,73080,212
1,73330,213
11,73497,214
1,73672,215
1,73922,216
1,74181,217
1,74431,218
11,74598,219
1,74773,220
1,75024,221
1,75282,222
1,75532,223
11,75699,224
1,75874,225
1,76125,226
1,76383,227
1,76633,228
11,76800,229
1,76975,230
1,77226,231
1,77484,232
1,77735,233
11,77902,234
1,78076,235
1,78327,236
1,78586,237
1,78836,238
11,79003,239
1,79177,240
1,79428,241
1,79687,242
1,79937,243
11,80104,244
1,80279,245
1,80529,246
1,80788,247
1,81038,248
11,81205,249
1,81380,250
1,81630,251
1,81889,252
1,82139,253
11,82306,254
1,82481,255
1,82731,256
1,82990,257
1,83240,258
11,83407,259
1,83582,260
1,83832,261
1,84091,262
1,84341,263
11,84508,264
1,84683,265
1,84933,266
1,85192,267
1,85442,268
11,85609,269
1,85785,270
1,86035,271
1,86293,272
1,86543,273
11,86710,274
1,86886,275
1,87136,276
1,87394,277
1,87644,278
11,87811,279
1,87987,280
1,88237,281
1,88496,282
1,88746,283
11,88913,284
1,89088,285
1,89338,286
1,89597,287
1,89847,288
11,90014,289
1,90189,290
1,90439,291
1,90698,292
1,90948,293
11,91115,294
1,91290,295
1,91541,296
1,91799,297
1,92049,298
11,92216,299
1,92391,300
1,92642,301
1,92900,302
1,93150,303
1,93409,304
1,93659,305
13,98873,306
3,99048,307
3,99298,308
3,99557,309
3,99807,310
13,99974,311
3,100149,312
3,100399,313
3,100658,314
3,100909,315
13,101075,316
3,101250,317
3,101500,318
3,101759,319
3,102010,320
13,102176,321
3,102351,322
3,102602,323
3,102860,324
3,103111,325
13,103277,326
3,103453,327
3,103703,328
3,103961,329
3,104212,330
13,104378,331
3,104554,332
3,104804,333
3,105062,334
3,105313,335
13,105479,336
3,105655,337
3,105905,338
3,106164,339
3,106414,340
13,106581,341
3,106756,342
3,107006,343
3,107265,344
3,107515,345
13,107682,346
3,107857,347
3,108107,348
3,108366,349
3,108616,350
13,108783,351
3,108958,352
3,109209,353
3,109467,354
3,109717,355
13,109884,356
3,110059,357
3,110310,358
3,110568,359
3,110818,360
13,110985,361
3,111160,362
3,111411,363
3,111670,364
3,111920,365
13,112087,366
3,112261,367
3,112512,368
3,112771,369
3,113021,370
13,113188,371
3,113363,372
3,113613,373
3,113872,374
3,114122,375
13,114289,376
3,114464,377
3,114714,378
3,114973,379
3,115223,380
13,115390,381
3,115565,382
3,115815,383
3,116074,384
3,116324,385
13,116491,386
3,116666,387
3,116916,388
3,117175,389
3,117425,390
13,117592,391
3,117767,392
3,118017,393
3,118276,394
3,118526,395
13,118693,396
3,118868,397
3,119118,398
3,119377,399
3,119627,400
13,119794,401
3,119970,402
3,120220,403
3,120478,404
3,120728,405
13,120895,406
3,121071,407
3,121321,408
3,121579,409
3,121830,410
13,121996,411
3,122172,412
3,122422,413
3,122681,414
3,122931,415
13,123098,416
3,123273,417
3,123523,418
3,123782,419
3,124032,420
13,124199,421
3,124374,422
3,124624,423
3,124883,424
3,125133,425
13,125300,426
3,125475,427
3,125726,428
3,125984,429
3,126234,430
13,126401,431
3,126576,432
3,126827,433
3,127085,434
3,127336,435
13,127502,436
3,127677,437
3,127928,438
3,128186,439
3,128437,440
13,128603,441
3,128778,442
3,129029,443
3,129287,444
3,129538,445
13,129705,446
3,129880,447
3,130130,448
3,130388,449
3,130639,450
13,130806,451
3,130981,452
3,131231,453
3,131489,454
3,131740,455
3,131999,456
3,132249,457
14,138097,458
4,138272,459
4,138522,460
4,138781,461
4,139031,462
14,139198,463
4,139373,464
4,139623,465
4,139882,466
4,140132,467
14,140299,468
4,140474,469
4,140724,470
4,140983,471
4,141233,472
14,141400,473
4,141575,474
4,141825,475
4,142084,476
4,142334,477
14,142501,478
4,142676,479
4,142926,480
4,143185,481
4,143435,482
14,143602,483
4,143777,484
4,144027,485
4,144286,486
4,144536,487
14,144703,488
4,144878,489
4,145128,490
4,145387,491
4,145637,492
14,145804,493
4,145980,494
4,146230,495
4,146488,496
4,146738,497
14,146905,498
4,147081,499
4,147331,500
4,147589,501
4,147840,502
14,148007,503
4,148182,504
4,148432,505
4,148691,506
4,148941,507
14,149108,508
4,149283,509
4,149533,510
4,149792,511
4,150042,512
14,150209,513
4,150384,514
4,150635,515
4,150893,516
4,151143,517
14,151310,518
4,151485,519
4,151736,520
4,151994,521
4,152244,522
14,152411,523
4,152586,524
4,152837,525
4,153095,526
4,153346,527
14,153512,528
4,153687,529
4,153938,530
4,154197,531
4,154447,532
14,154614,533
4,154788,534
4,155039,535
4,155297,536
4,155548,537
14,155715,538
4,155890,539
4,156140,540
4,156398,541
4,156649,542
14,156816,543
4,156991,544
4,157241,545
4,157499,546
4,157750,547
14,157917,548
4,158092,549
4,158343,550
4,158601,551
4,158851,552
14,159018,553
4,159193,554
4,159443,555
4,159702,556
4,159952,557
14,160119,558
4,160294,559
4,160544,560
4,160803,561
4,161053,562
14,161220,563
4,161396,564
4,161646,565
4,161904,566
4,162154,567
14,162322,568
4,162497,569
4,162747,570
4,163005,571
4,163255,572
14,163422,573
4,163598,574
4,163848,575
4,164107,576
4,164357,577
14,164524,578
4,164699,579
4,164949,580
4,165208,581
4,165458,582
14,165625,583
4,165800,584
4,166050,585
4,166309,586
4,166559,587
14,166726,588
4,166901,589
4,167151,590
4,167410,591
4,167660,592
14,167827,593
4,168002,594
4,168252,595
4,168511,596
4,168761,597
14,168928,598
4,169103,599
4,169353,600
4,169612,601
4,169863,602
14,170029,603
4,170204,604
4,170454,605
4,170713,606
4,170964,607
4,171222,608
4,171472,609
15,176361,610
5,176536,611
5,176786,612
5,177045,613
5,177295,614
15,177462,615
5,177637,616
5,177887,617
5,178146,618
5,178396,619
15,178563,620
5,178738,621
5,178988,622
5,179247,623
5,179497,624
15,179664,625
5,179839,626
5,180089,627
5,180348,628
5,180598,629
15,180765,630
5,180941,631
5,181191,632
5,181449,633
5,181699,634
15,181866,635
5,182042,636
5,182292,637
5,182550,638
5,182800,639
15,182967,640
5,183143,641
5,183393,642
5,183652,643
5,183902,644
15,184069,645
5,184244,646
5,184494,647
5,184753,648
5,185003,649
15,185170,650
5,185345,651
5,185595,652
5,185854,653
5,186104,654
15,186271,655
5,186446,656
5,186696,657
5,186955,658
5,187205,659
15,187372,660
5,187547,661
5,187798,662
5,188056,663
5,188306,664
15,188473,665
5,188648,666
5,188899,667
5,189157,668
5,189408,669
15,189574,670
5,189749,671
5,190000,672
5,190258,673
5,190509,674
15,190675,675
5,190850,676
5,191101,677
5,191359,678
5,191610,679
15,191776,680
5,191952,681
5,192202,682
5,192460,683
5,192711,684
15,192877,685
5,193053,686
5,193303,687
5,193561,688
5,193812,689
15,193979,690
5,194154,691
5,194404,692
5,194663,693
5,194913,694
15,195080,695
5,195255,696
5,195505,697
5,195764,698
5,196014,699
15,196181,700
5,196356,701
5,196607,702
5,196865,703
5,197115,704
15,197282,705
5,197457,706
5,197708,707
5,197966,708
5,198216,709
15,198383,710
5,198559,711
5,198809,712
5,199068,713
5,199318,714
15,199485,715
5,199660,716
5,199910,717
5,200169,718
5,200419,719
15,200586,720
5,200761,721
5,201011,722
5,201270,723
5,201520,724
15,201687,725
5,201862,726
5,202112,727
5,202371,728
5,202621,729
15,202788,730
5,202963,731
5,203213,732
5,203472,733
5,203722,734
15,203889,735
5,204064,736
5,204314,737
5,204573,738
5,204823,739
15,204990,740
5,205165,741
5,205415,742
5,205674,743
5,205924,744
15,206091,745
5,206266,746
5,206516,747
5,206775,748
5,207025,749
15,207192,750
5,207368,751
5,207618,752
5,207876,753
5,208127,754
15,208293,755
5,208469,756
5,208719,757
5,208977,758
5,209228,759
5,209486,760
5,209737,761
16,215684,762
6,215859,763
6,216110,764
6,216368,765
6,216619,766
16,216785,767
6,216961,768
6,217211,769
6,217469,770
6,217720,771
16,217886,772
6,218062,773
6,218312,774
6,218570,775
6,218821,776
16,218988,777
6,219163,778
6,219413,779
6,219672,780
6,219922,781
16,220089,782
6,220264,783
6,220514,784
6,220773,785
6,221023,786
16,221190,787
6,221365,788
6,221616,789
6,221874,790
6,222124,791
16,222291,792
6,222466,793
6,222717,794
6,222975,795
6,223225,796
16,223392,797
6,223567,798
6,223818,799
6,224077,800
6,224327,801
16,224494,802
6,224669,803
6,224919,804
6,225178,805
6,225428,806
16,225595,807
6,225770,808
6,226020,809
6,226279,810
6,226529,811
16,226696,812
6,226871,813
