type,latency,urevent
17,12246,1
11,12271,2
1,12446,3
1,12696,4
1,12955,5
1,13205,6
11,13372,7
1,13547,8
1,13798,9
1,14056,10
1,14306,11
11,14473,12
1,14648,13
1,14899,14
1,15174,15
1,15407,16
11,15574,17
1,15749,18
1,16000,19
1,16258,20
1,16509,21
11,16675,22
1,16850,23
1,17101,24
1,17359,25
1,17610,26
11,17776,27
1,17951,28
1,18202,29
1,18460,30
1,18711,31
11,18878,32
1,19053,33
1,19303,34
1,19561,35
1,19812,36
11,19979,37
1,20154,38
1,20404,39
1,20662,40
1,20913,41
11,21080,42
1,21255,43
1,21505,44
1,21764,45
1,22014,46
11,22181,47
1,22356,48
1,22606,49
1,22866,50
1,23116,51
11,23283,52
1,23457,53
1,23708,54
1,23966,55
1,24216,56
11,24383,57
1,24559,58
1,24809,59
1,25067,60
1,25317,61
11,25484,62
1,25660,63
1,25910,64
1,26169,65
1,26419,66
11,26586,67
1,26761,68
1,27011,69
1,27270,70
1,27520,71
11,27687,72
1,27862,73
1,28112,74
1,28371,75
1,28621,76
11,28788,77
1,28963,78
1,29213,79
1,29472,80
1,29722,81
11,29889,82
1,30064,83
1,30314,84
1,30573,85
1,30823,86
11,30990,87
1,31165,88
1,31415,89
1,31674,90
1,31924,91
11,32091,92
1,32266,93
1,32516,94
1,32775,95
1,33026,96
11,33192,97
1,33367,98
1,33617,99
1,33876,100
1,34127,101
11,34293,102
1,34469,103
1,34719,104
1,34977,105
1,35228,106
11,35394,107
1,35570,108
1,35820,109
1,36078,110
1,36329,111
11,36495,112
1,36671,113
1,36921,114
1,37180,115
1,37430,116
11,37597,117
1,37772,118
1,38022,119
1,38281,120
1,38531,121
11,38698,122
1,38873,123
1,39123,124
1,39382,125
1,39632,126
11,39799,127
1,39974,128
1,40225,129
1,40483,130
1,40733,131
11,40900,132
1,41075,133
1,41326,134
1,41584,135
1,41834,136
11,42001,137
1,42176,138
1,42427,139
1,42685,140
1,42936,141
11,43103,142
1,43277,143
1,43528,144
1,43787,145
1,44037,146
11,44204,147
1,44378,148
1,44629,149
1,44888,150
1,45138,151
1,45397,152
1,45647,153
12,58885,154
2,59061,155
2,59311,156
2,59569,157
2,59819,158
12,59986,159
2,60162,160
2,60412,161
2,60670,162
2,60920,163
12,61087,164
2,61263,165
2,61513,166
2,61772,167
2,62022,168
12,62189,169
2,62364,170
2,62614,171
2,62873,172
2,63123,173
12,63290,174
2,63465,175
2,63715,176
2,63974,177
2,64224,178
12,64391,179
2,64566,180
2,64817,181
2,65075,182
2,65325,183
12,65492,184
2,65667,185
2,65918,186
2,66176,187
2,66426,188
12,66593,189
2,66768,190
2,67019,191
2,67277,192
2,67528,193
12,67694,194
2,67869,195
2,68120,196
2,68378,197
2,68629,198
12,68796,199
2,68970,200
2,69221,201
2,69479,202
2,69730,203
12,69897,204
2,70072,205
2,70322,206
