type,latency,urevent
17,16031,1
12,16056,2
2,16231,3
2,16482,4
2,16740,5
2,16990,6
12,17157,7
2,17333,8
2,17583,9
2,17841,10
2,18091,11
12,18258,12
2,18434,13
2,18684,14
2,18943,15
2,19193,16
12,19360,17
2,19535,18
2,19785,19
2,20044,20
2,20294,21
12,20461,22
2,20636,23
2,20886,24
2,21145,25
2,21395,26
12,21562,27
2,21737,28
2,21987,29
2,22246,30
2,22496,31
12,22663,32
2,22838,33
2,23088,34
2,23347,35
2,23597,36
12,23764,37
2,23939,38
2,24189,39
2,24448,40
2,24698,41
12,24865,42
2,25040,43
2,25290,44
2,25549,45
2,25800,46
12,25966,47
2,26142,48
2,26392,49
2,26650,50
2,26901,51
12,27067,52
2,27243,53
2,27493,54
2,27751,55
2,28002,56
12,28168,57
2,28344,58
2,28594,59
2,28853,60
2,29103,61
12,29270,62
2,29445,63
2,29695,64
2,29954,65
2,30204,66
12,30371,67
2,30546,68
2,30796,69
2,31055,70
2,31305,71
12,31472,72
2,31647,73
2,31898,74
2,32156,75
2,32406,76
12,32573,77
2,32748,78
2,32999,79
2,33257,80
2,33507,81
12,33674,82
2,33849,83
2,34100,84
2,34358,85
2,34609,86
12,34776,87
2,34950,88
2,35201,89
2,35459,90
2,35710,91
12,35877,92
2,36051,93
2,36302,94
2,36561,95
2,36811,96
12,36978,97
2,37153,98
2,37403,99
2,37662,100
2,37912,101
12,38079,102
2,38254,103
2,38504,104
2,38763,105
2,39013,106
12,39180,107
2,39355,108
2,39605,109
2,39864,110
2,40114,111
12,40281,112
2,40456,113
2,40706,114
2,40965,115
2,41215,116
12,41382,117
2,41557,118
2,41807,119
2,42066,120
2,42316,121
12,42483,122
2,42659,123
2,42909,124
2,43167,125
2,43417,126
12,43584,127
2,43760,128
2,44010,129
2,44268,130
2,44518,131
12,44685,132
2,44861,133
2,45111,134
2,45370,135
2,45620,136
12,45787,137
2,45962,138
2,46212,139
2,46471,140
2,46721,141
12,46888,142
2,47063,143
2,47313,144
2,47572,145
2,47822,146
12,47989,147
2,48164,148
2,48414,149
2,48673,150
2,48923,151
2,49182,152
2,49432,153
11,58283,154
1,58458,155
1,58708,156
1,58967,157
1,59217,158
11,59384,159
1,59559,160
1,59810,161
1,60068,162
1,60318,163
11,60485,164
1,60660,165
1,60911,166
1,61169,167
1,61419,168
11,61586,169
1,61761,170
1,62012,171
1,62270,172
1,62520,173
11,62687,174
1,62862,175
1,63113,176
1,63372,177
1,63622,178
11,63789,179
1,63964,180
1,64214,181
1,64473,182
1,64723,183
11,64890,184
1,65065,185
1,65315,186
1,65574,187
1,65824,188
11,65991,189
1,66166,190
1,66416,191
1,66675,192
1,66925,193
11,67092,194
1,67267,195
1,67517,196
1,67776,197
1,68026,198
11,68193,199
1,68368,200
1,68618,201
1,68877,202
1,69127,203
11,69294,204
1,69469,205
1,69719,206
1,69978,207
1,70228,208
11,70395,209
1,70570,210
1,70820,211
1,71079,212
1,71329,213
11,71496,214
1,71672,215
1,71922,216
1,72180,217
1,72430,218
11,72597,219
1,72773,220
1,73023,221
1,73281,222
1,73532,223
11,73699,224
1,73874,225
1,74124,226
1,74383,227
1,74633,228
11,74800,229
1,74975,230
1,75225,231
1,75484,232
1,75734,233
11,75901,234
1,76076,235
1,76327,236
1,76585,237
1,76835,238
11,77002,239
1,77177,240
1,77428,241
1,77686,242
1,77936,243
11,78103,244
1,78278,245
1,78529,246
1,78787,247
1,79038,248
11,79204,249
1,79379,250
1,79630,251
1,79888,252
1,80139,253
11,80306,254
1,80480,255
1,80731,256
1,80989,257
1,81240,258
11,81407,259
1,81582,260
1,81832,261
1,82090,262
1,82341,263
11,82508,264
1,82683,265
1,82933,266
1,83191,267
1,83442,268
11,83609,269
1,83784,270
1,84034,271
1,84293,272
1,84543,273
11,84710,274
1,84885,275
1,85135,276
1,85394,277
1,85644,278
11,85811,279
1,85986,280
1,86236,281
1,86495,282
1,86745,283
11,86912,284
1,87088,285
1,87338,286
1,87596,287
1,87846,288
11,88013,289
1,88189,290
1,88439,291
1,88697,292
1,88947,293
11,89114,294
1,89290,295
1,89540,296
1,89799,297
1,90049,298
11,90216,299
1,90391,300
1,90641,301
1,90900,302
1,91150,303
1,91408,304
1,91658,305
13,97348,306
3,97523,307
3,97773,308
3,98032,309
3,98282,310
13,98449,311
3,98624,312
3,98874,313
3,99133,314
3,99383,315
13,99550,316
3,99725,317
3,99976,318
3,100234,319
3,100484,320
13,100651,321
3,100826,322
3,101077,323
3,101336,324
3,101586,325
13,101753,326
3,101928,327
3,102178,328
3,102437,329
3,102687,330
13,102854,331
3,103029,332
3,103279,333
3,103538,334
3,103788,335
13,103955,336
3,104130,337
3,104380,338
3,104639,339
3,104889,340
13,105056,341
3,105231,342
3,105481,343
3,105740,344
3,105990,345
13,106157,346
3,106332,347
3,106582,348
3,106841,349
3,107091,350
13,107258,351
3,107433,352
3,107683,353
3,107942,354
3,108192,355
13,108359,356
3,108534,357
3,108784,358
3,109043,359
3,109293,360
13,109460,361
3,109636,362
3,109886,363
3,110145,364
3,110395,365
13,110561,366
3,110737,367
3,110987,368
3,111245,369
3,111496,370
13,111662,371
3,111838,372
3,112088,373
3,112347,374
3,112597,375
13,112764,376
3,112939,377
3,113189,378
3,113448,379
3,113698,380
13,113865,381
3,114040,382
3,114290,383
3,114549,384
3,114799,385
13,114966,386
3,115141,387
3,115392,388
3,115650,389
3,115900,390
13,116067,391
3,116242,392
3,116493,393
3,116751,394
3,117001,395
13,117168,396
3,117343,397
3,117594,398
3,117852,399
3,118103,400
13,118269,401
3,118444,402
3,118695,403
3,118953,404
3,119204,405
13,119371,406
3,119545,407
3,119796,408
3,120054,409
3,120305,410
13,120472,411
3,120647,412
3,120897,413
3,121155,414
3,121406,415
13,121573,416
3,121748,417
3,121998,418
3,122257,419
3,122507,420
13,122674,421
3,122849,422
3,123099,423
3,123358,424
3,123608,425
13,123775,426
3,123950,427
3,124200,428
3,124459,429
3,124709,430
13,124876,431
3,125052,432
3,125302,433
3,125560,434
3,125810,435
13,125977,436
3,126153,437
3,126403,438
3,126661,439
3,126911,440
13,127078,441
3,127254,442
3,127504,443
3,127763,444
3,128013,445
13,128180,446
3,128355,447
3,128605,448
3,128864,449
3,129114,450
13,129281,451
3,129456,452
3,129706,453
3,129965,454
3,130215,455
3,130474,456
3,130724,457
14,136580,458
4,136755,459
4,137005,460
4,137264,461
4,137514,462
14,137681,463
4,137856,464
4,138107,465
4,138365,466
4,138615,467
14,138782,468
4,138957,469
4,139208,470
4,139466,471
4,139716,472
14,139883,473
4,140058,474
4,140309,475
4,140567,476
4,140818,477
14,140984,478
4,141159,479
4,141410,480
4,141668,481
4,141919,482
14,142085,483
4,142260,484
4,142511,485
4,142769,486
4,143020,487
14,143187,488
4,143362,489
4,143612,490
4,143870,491
4,144121,492
14,144288,493
4,144463,494
4,144713,495
4,144971,496
4,145222,497
14,145389,498
4,145564,499
4,145814,500
4,146073,501
4,146323,502
14,146490,503
4,146665,504
4,146915,505
4,147174,506
4,147424,507
14,147591,508
4,147766,509
4,148017,510
4,148275,511
4,148525,512
14,148692,513
4,148868,514
4,149118,515
4,149376,516
4,149626,517
14,149793,518
4,149969,519
4,150219,520
4,150478,521
4,150728,522
14,150895,523
4,151070,524
4,151320,525
4,151579,526
4,151829,527
14,151996,528
4,152171,529
4,152421,530
4,152680,531
4,152930,532
14,153097,533
4,153272,534
4,153522,535
4,153781,536
4,154031,537
14,154198,538
4,154373,539
4,154623,540
4,154882,541
4,155132,542
14,155299,543
4,155474,544
4,155724,545
4,155983,546
4,156233,547
14,156400,548
4,156575,549
4,156825,550
4,157084,551
4,157335,552
14,157501,553
4,157676,554
4,157926,555
4,158185,556
4,158436,557
14,158602,558
4,158778,559
4,159028,560
4,159286,561
4,159537,562
14,159703,563
4,159879,564
4,160129,565
4,160387,566
4,160638,567
14,160804,568
4,160980,569
4,161230,570
4,161489,571
4,161739,572
14,161906,573
4,162081,574
