type,latency,urevent
255,15876,1
255,20982,2
17,35236,3
12,35261,4
2,35436,5
2,35687,6
2,35945,7
2,36196,8
12,36362,9
2,36537,10
2,36788,11
2,37046,12
2,37297,13
12,37464,14
2,37639,15
2,37889,16
2,38147,17
2,38398,18
12,38565,19
2,38740,20
2,38990,21
2,39248,22
2,39499,23
12,39666,24
2,39841,25
2,40091,26
2,40350,27
2,40600,28
12,40767,29
2,40942,30
2,41192,31
2,41451,32
2,41701,33
12,41868,34
2,42043,35
2,42293,36
2,42552,37
2,42802,38
12,42969,39
2,43145,40
2,43395,41
2,43653,42
2,43903,43
12,44070,44
2,44246,45
2,44496,46
2,44754,47
2,45004,48
12,45171,49
2,45347,50
2,45597,51
2,45856,52
2,46106,53
12,46273,54
2,46448,55
2,46698,56
2,46957,57
2,47207,58
12,47374,59
2,47549,60
2,47799,61
2,48058,62
2,48308,63
12,48475,64
2,48650,65
2,48900,66
2,49159,67
2,49409,68
12,49576,69
2,49751,70
2,50001,71
2,50260,72
2,50510,73
12,50677,74
2,50852,75
2,51102,76
2,51361,77
2,51611,78
12,51778,79
2,51953,80
2,52203,81
2,52462,82
2,52713,83
12,52879,84
2,53055,85
2,53305,86
2,53563,87
2,53814,88
12,53980,89
2,54156,90
2,54406,91
2,54664,92
2,54915,93
12,55081,94
2,55257,95
2,55507,96
2,55766,97
2,56016,98
12,56183,99
2,56358,100
2,56608,101
2,56867,102
2,57117,103
12,57284,104
2,57459,105
2,57709,106
2,57968,107
2,58218,108
12,58385,109
2,58560,110
2,58811,111
2,59069,112
2,59319,113
12,59486,114
2,59661,115
2,59912,116
2,60170,117
2,60421,118
12,60587,119
2,60762,120
2,61013,121
2,61271,122
2,61522,123
12,61689,124
2,61863,125
2,62114,126
2,62372,127
2,62623,128
12,62790,129
2,62964,130
2,63215,131
2,63474,132
2,63724,133
12,63891,134
2,64066,135
2,64316,136
2,64575,137
2,64825,138
12,64992,139
2,65167,140
2,65417,141
2,65676,142
2,65926,143
12,66093,144
2,66268,145
2,66518,146
2,66777,147
2,67027,148
12,67194,149
2,67369,150
2,67619,151
2,67879,152
2,68129,153
2,68387,154
2,68637,155
11,79482,156
1,79665,157
1,79907,158
1,80166,159
1,80416,160
11,80583,161
1,80758,162
1,81008,163
1,81267,164
1,81517,165
11,81684,166
1,81859,167
1,82109,168
1,82368,169
1,82618,170
11,82785,171
1,82960,172
1,83211,173
1,83469,174
1,83719,175
11,83886,176
1,84061,177
1,84312,178
1,84570,179
1,84821,180
11,84987,181
1,85162,182
1,85413,183
1,85671,184
1,85922,185
11,86088,186
1,86263,187
1,86514,188
1,86772,189
1,87023,190
11,87190,191
1,87365,192
1,87615,193
1,87873,194
1,88124,195
11,88291,196
1,88466,197
1,88716,198
1,88974,199
1,89225,200
11,89392,201
1,89567,202
1,89817,203
1,90076,204
1,90326,205
11,90493,206
1,90668,207
1,90918,208
1,91177,209
1,91427,210
11,91594,211
1,91770,212
1,92019,213
1,92278,214
1,92528,215
11,92695,216
1,92871,217
1,93121,218
1,93379,219
1,93629,220
11,93796,221
1,93997,222
1,94222,223
1,94480,224
1,94731,225
11,94897,226
1,95073,227
1,95323,228
1,95631,229
1,95832,230
11,95999,231
1,96174,232
1,96424,233
1,96683,234
1,96933,235
11,97100,236
1,97275,237
1,97525,238
1,97784,239
1,98034,240
11,98201,241
1,98376,242
1,98626,243
1,98885,244
1,99135,245
11,99302,246
1,99477,247
1,99727,248
1,99986,249
1,100236,250
11,100403,251
1,100578,252
1,100828,253
1,101095,254
1,101338,255
11,101505,256
1,101679,257
