type,latency,urevent
boundary,561,1
17,9216,2
11,9241,3
1,9416,4
1,9667,5
1,9925,6
1,10176,7
11,10343,8
1,10517,9
1,10768,10
1,11026,11
1,11277,12
11,11444,13
1,11618,14
1,11869,15
1,12127,16
1,12378,17
11,12545,18
1,12720,19
1,12970,20
1,13229,21
1,13479,22
11,13646,23
1,13821,24
1,14071,25
1,14330,26
1,14580,27
11,14747,28
1,14922,29
1,15172,30
1,15431,31
1,15681,32
11,15848,33
1,16023,34
1,16273,35
1,16532,36
1,16782,37
11,16949,38
1,17124,39
1,17374,40
1,17633,41
1,17883,42
11,18050,43
1,18226,44
1,18476,45
1,18734,46
1,18984,47
11,19151,48
1,19327,49
1,19577,50
1,19835,51
1,20085,52
11,20252,53
1,20428,54
1,20678,55
1,20937,56
1,21187,57
11,21354,58
1,21529,59
1,21779,60
1,22038,61
1,22288,62
11,22455,63
1,22630,64
1,22880,65
1,23139,66
1,23389,67
11,23556,68
1,23731,69
1,23982,70
1,24240,71
1,24490,72
11,24657,73
1,24832,74
1,25083,75
1,25341,76
1,25591,77
11,25758,78
1,25934,79
1,26184,80
1,26442,81
1,26693,82
11,26859,83
1,27034,84
1,27285,85
1,27543,86
1,27794,87
11,27960,88
1,28135,89
1,28386,90
1,28644,91
1,28895,92
11,29062,93
1,29237,94
1,29487,95
1,29745,96
1,29996,97
11,30163,98
1,30338,99
1,30588,100
1,30846,101
1,31097,102
11,31264,103
1,31439,104
1,31689,105
1,31948,106
1,32198,107
11,32365,108
1,32540,109
1,32790,110
1,33049,111
1,33299,112
11,33466,113
1,33642,114
1,33892,115
1,34150,116
1,34400,117
11,34567,118
1,34743,119
1,34993,120
1,35251,121
1,35501,122
11,35668,123
1,35844,124
1,36094,125
1,36352,126
1,36602,127
11,36769,128
1,36945,129
1,37195,130
1,37454,131
1,37704,132
11,37871,133
1,38046,134
1,38296,135
1,38555,136
1,38805,137
11,38972,138
1,39147,139
1,39397,140
1,39656,141
1,39906,142
11,40073,143
1,40248,144
1,40498,145
1,40757,146
1,41007,147
11,41174,148
1,41349,149
1,41599,150
1,41858,151
1,42108,152
1,42367,153
1,42617,154
keyboard0,51219,155
keyboard0,52119,156
12,55806,157
2,55981,158
2,56231,159
2,56490,160
2,56740,161
12,56907,162
2,57082,163
2,57332,164
2,57591,165
2,57841,166
12,58008,167
2,58183,168
2,58434,169
2,58692,170
2,58942,171
12,59109,172
2,59284,173
2,59535,174
2,59793,175
2,60043,176
12,60210,177
2,60385,178
2,60636,179
2,60894,180
2,61145,181
12,61311,182
2,61486,183
2,61737,184
2,61995,185
2,62246,186
12,62412,187
2,62587,188
2,62838,189
2,63096,190
2,63347,191
12,63514,192
2,63689,193
2,63939,194
2,64197,195
2,64448,196
12,64615,197
2,64790,198
2,65040,199
2,65298,200
2,65549,201
12,65716,202
2,65891,203
2,66141,204
2,66400,205
2,66650,206
12,66817,207
2,66992,208
2,67242,209
2,67501,210
2,67751,211
12,67918,212
2,68093,213
2,68343,214
2,68602,215
2,68852,216
12,69019,217
2,69195,218
2,69445,219
2,69703,220
2,69953,221
12,70120,222
2,70296,223
2,70546,224
2,70804,225
2,71054,226
12,71221,227
2,71397,228
2,71647,229
2,71906,230
2,72156,231
12,72323,232
2,72498,233
2,72748,234
2,73007,235
2,73257,236
12,73424,237
2,73599,238
2,73849,239
2,74108,240
2,74358,241
12,74525,242
2,74700,243
2,74950,244
2,75209,245
2,75459,246
12,75626,247
2,75801,248
2,76051,249
2,76310,250
2,76560,251
12,76727,252
2,76902,253
2,77152,254
2,77411,255
2,77662,256
12,77828,257
2,78003,258
2,78254,259
2,78512,260
2,78763,261
12,78929,262
2,79104,263
2,79355,264
2,79613,265
2,79864,266
12,80030,267
2,80206,268
2,80456,269
2,80714,270
2,80965,271
12,81131,272
2,81307,273
2,81557,274
2,81815,275
2,82066,276
12,82233,277
2,82408,278
2,82658,279
2,82917,280
2,83167,281
12,83334,282
2,83509,283
2,83759,284
2,84018,285
2,84268,286
12,84435,287
2,84610,288
2,84860,289
2,85119,290
2,85369,291
12,85536,292
2,85711,293
2,85962,294
2,86220,295
2,86470,296
12,86637,297
2,86812,298
2,87063,299
2,87321,300
2,87571,301
12,87738,302
2,87914,303
2,88164,304
2,88423,305
2,88673,306
2,88931,307
2,89181,308
keyboard0,93661,309
keyboard0,94550,310
14,94971,311
4,95146,312
4,95396,313
4,95655,314
4,95905,315
14,96072,316
4,96247,317
4,96498,318
4,96756,319
4,97006,320
14,97173,321
4,97348,322
4,97599,323
4,97857,324
4,98107,325
14,98274,326
4,98449,327
4,98700,328
4,98958,329
4,99208,330
14,99375,331
4,99550,332
4,99801,333
4,100060,334
4,100310,335
14,100477,336
4,100651,337
4,100902,338
4,101161,339
4,101411,340
14,101578,341
4,101753,342
4,102003,343
4,102262,344
4,102512,345
14,102679,346
4,102854,347
4,103104,348
